iso3,country_ru,Country,region_ru,Region,subregion_ru,Subregion,year,sex,age_group,count,rate_per_100k
BTN,Бутан,Bhutan,Азия,Asia,Южная Азия,Южная Азия,2020,Женщины,Все,5.0,1.40135314659836
BOL,Боливия,Bolivia (Plurinational State of),Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2020,Женщины,Все,164.0,2.7909031532781
BIH,Босния и Герцеговина,Bosnia and Herzegovina,Европа,Europe,Южная Европа,Южная Европа,2020,Женщины,Все,5.0,0.288908457621752
BWA,Ботсвана,Botswana,Африка,Africa,Африка южнее Сахары,Африка южнее Сахары,2020,Женщины,Все,114.0,9.61963215032953
BRA,Бразилия,Brazil,Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2020,Женщины,Все,4288.0,4.0523030796289
BGR,Болгария,Bulgaria,Европа,Europe,Восточная Европа,Восточная Европа,2020,Женщины,Все,26.0,0.727442836982299
CPV,Кабо-Верде,Cabo Verde,Африка,Africa,Африка южнее Сахары,Африка южнее Сахары,2020,Женщины,Все,9.0,3.55883847420732
CMR,Камерун,Cameroon,Африка,Africa,Африка южнее Сахары,Африка южнее Сахары,2020,Женщины,Все,301.0,2.2896666393707
CAN,Канада,Canada,Америка,Americas,Северная Америка,Северная Америка,2020,Женщины,Все,181.0,0.942342513024957
CHL,Чили,Chile,Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2020,Женщины,Все,131.0,1.34533032506518
HKG,Гонконг ,"China, Hong Kong Special Administrative Region",Азия,Asia,Восточная Азия,Восточная Азия,2020,Женщины,Все,9.0,0.219109861319282
MAC,Макао,"China, Macao Special Administrative Region",Азия,Asia,Восточная Азия,Восточная Азия,2020,Женщины,Все,2.0,0.546940483303958
COL,Колумбия,Colombia,Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2020,Женщины,Все,893.0,3.48598036678681
CRI,Коста-Рика,Costa Rica,Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2020,Женщины,Все,62.0,2.4375783366909
HRV,Хорватия,Croatia,Европа,Europe,Южная Европа,Южная Европа,2020,Женщины,Все,19.0,0.927241551548408
CYP,Кипр,Cyprus,Азия,Asia,Западная Азия,Западная Азия,2020,Женщины,Все,5.0,0.774479356252759
CZE,Чехия,Czechia,Европа,Europe,Восточная Европа,Восточная Европа,2020,Женщины,Все,39.0,0.729040846756642
DNK,Дания,Denmark,Европа,Europe,Северная Европа,Северная Европа,2020,Женщины,Все,15.0,0.511824336428278
DMA,Доминика,Dominica,Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2020,Женщины,Все,1.0,2.96973836604995
DOM,Доминиканская Республика,Dominican Republic,Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2020,Женщины,Все,128.0,2.31575416605079
ECU,Эквадор,Ecuador,Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2020,Женщины,Все,165.0,1.87797413483297
EGY,Египет,Egypt,Африка,Africa,Северная Африка,Северная Африка,2020,Женщины,Все,165.0,0.304869201827763
SLV,Сальвадор,El Salvador,Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2020,Женщины,Все,131.0,4.00390732452188
EST,Эстония,Estonia,Европа,Europe,Северная Европа,Северная Европа,2020,Женщины,Все,10.0,1.42924827972104
FJI,Фиджи,Fiji,Океания,Oceania,Меланезия,Меланезия,2020,Женщины,Все,19.0,4.1278369374057
FIN,Финляндия,Finland,Европа,Europe,Северная Европа,Северная Европа,2020,Женщины,Все,23.0,0.821860047953747
FRA,Франция,France,Европа,Europe,Западная Европа,Западная Европа,2020,Женщины,Все,194.0,0.570898308635777
GEO,Грузия,Georgia,Азия,Asia,Западная Азия,Западная Азия,2020,Женщины,Все,24.0,1.18330271126699
DEU,Германия,Germany,Европа,Europe,Западная Европа,Западная Европа,2020,Женщины,Все,357.0,0.843224619910302
GHA,Гана,Ghana,Африка,Africa,Африка южнее Сахары,Африка южнее Сахары,2020,Женщины,Все,75.51835853,0.473363575040774
GRC,Греция,Greece,Европа,Europe,Южная Европа,Южная Европа,2020,Женщины,Все,19.0,0.344565285101931
GRD,Гренада,Grenada,Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2020,Женщины,Все,3.0,5.19107481203983
GTM,Гватемала,Guatemala,Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2020,Женщины,Все,451.0,5.15821686504738
