Country,year,pop_thousands,age_group,sex
Cambodia,2020,572.256,60 и старше,Мужчины
Cambodia,2021,601.574,60 и старше,Мужчины
Cambodia,2022,632.882,60 и старше,Мужчины
Cambodia,2023,665.674,60 и старше,Мужчины
Indonesia,2019,12378.26,60 и старше,Мужчины
Indonesia,2020,12784.002,60 и старше,Мужчины
Indonesia,2021,13096.362,60 и старше,Мужчины
Indonesia,2022,13517.368,60 и старше,Мужчины
Indonesia,2023,14087.037,60 и старше,Мужчины
Lao People's Democratic Republic,2019,227.59,60 и старше,Мужчины
Lao People's Democratic Republic,2020,234.769,60 и старше,Мужчины
Lao People's Democratic Republic,2021,242.237,60 и старше,Мужчины
Lao People's Democratic Republic,2022,251.006,60 и старше,Мужчины
Lao People's Democratic Republic,2023,260.445,60 и старше,Мужчины
Malaysia,2019,1636.285,60 и старше,Мужчины
Malaysia,2020,1709.427,60 и старше,Мужчины
Malaysia,2021,1780.878,60 и старше,Мужчины
Malaysia,2022,1852.558,60 и старше,Мужчины
Malaysia,2023,1932.114,60 и старше,Мужчины
Myanmar,2019,2343.166,60 и старше,Мужчины
Myanmar,2020,2420.402,60 и старше,Мужчины
Myanmar,2021,2493.672,60 и старше,Мужчины
Myanmar,2022,2572.706,60 и старше,Мужчины
Myanmar,2023,2659.834,60 и старше,Мужчины
Philippines,2019,3544.602,60 и старше,Мужчины
Philippines,2020,3757.606,60 и старше,Мужчины
Philippines,2021,3917.605,60 и старше,Мужчины
Philippines,2022,4069.976,60 и старше,Мужчины
Philippines,2023,4258.05,60 и старше,Мужчины
Singapore,2019,433.882,60 и старше,Мужчины
Singapore,2020,449.876,60 и старше,Мужчины
Singapore,2021,464.159,60 и старше,Мужчины
Singapore,2022,483.796,60 и старше,Мужчины
Singapore,2023,506.458,60 и старше,Мужчины
Thailand,2019,5787.702,60 и старше,Мужчины
Thailand,2020,6031.898,60 и старше,Мужчины
Thailand,2021,6276.331,60 и старше,Мужчины
Thailand,2022,6518.883,60 и старше,Мужчины
Thailand,2023,6759.14,60 и старше,Мужчины
Timor-Leste,2019,47.125,60 и старше,Мужчины
Timor-Leste,2020,47.86,60 и старше,Мужчины
Timor-Leste,2021,48.578,60 и старше,Мужчины
Timor-Leste,2022,49.098,60 и старше,Мужчины
Timor-Leste,2023,49.486,60 и старше,Мужчины
Viet Nam,2019,4500.727,60 и старше,Мужчины
Viet Nam,2020,4753.39,60 и старше,Мужчины
Viet Nam,2021,4994.22,60 и старше,Мужчины
Viet Nam,2022,5240.242,60 и старше,Мужчины
Viet Nam,2023,5521.817,60 и старше,Мужчины
Armenia,2019,206.156,60 и старше,Мужчины
Armenia,2020,211.686,60 и старше,Мужчины
Armenia,2021,215.222,60 и старше,Мужчины
Armenia,2022,219.996,60 и старше,Мужчины
Armenia,2023,226.424,60 и старше,Мужчины
Azerbaijan,2019,484.334,60 и старше,Мужчины
Azerbaijan,2020,514.978,60 и старше,Мужчины
Azerbaijan,2021,542.648,60 и старше,Мужчины
Azerbaijan,2022,572.5,60 и старше,Мужчины
Azerbaijan,2023,602.328,60 и старше,Мужчины
Bahrain,2019,45.282,60 и старше,Мужчины
Bahrain,2020,48.606,60 и старше,Мужчины
Bahrain,2021,50.856,60 и старше,Мужчины
Bahrain,2022,51.11,60 и старше,Мужчины
Bahrain,2023,53.756,60 и старше,Мужчины
Cyprus,2019,112.19,60 и старше,Мужчины
Cyprus,2020,115.542,60 и старше,Мужчины
Cyprus,2021,118.663,60 и старше,Мужчины
Cyprus,2022,121.49,60 и старше,Мужчины
Cyprus,2023,124.345,60 и старше,Мужчины
Georgia,2019,297.156,60 и старше,Мужчины
Georgia,2020,300.556,60 и старше,Мужчины
Georgia,2021,302.166,60 и старше,Мужчины
Georgia,2022,304.325,60 и старше,Мужчины
Georgia,2023,308.134,60 и старше,Мужчины
Iraq (Central Iraq),2019,858.557,60 и старше,Мужчины
Iraq (Central Iraq),2020,877.45,60 и старше,Мужчины
Iraq (Central Iraq),2021,900.268,60 и старше,Мужчины
Iraq (Central Iraq),2022,945.614,60 и старше,Мужчины
Iraq (Central Iraq),2023,1003.91,60 и старше,Мужчины
Israel,2019,628.065,60 и старше,Мужчины
Israel,2020,644.486,60 и старше,Мужчины
Israel,2021,659.622,60 и старше,Мужчины
Israel,2022,674.235,60 и старше,Мужчины
Israel,2023,689.125,60 и старше,Мужчины
Jordan,2019,320.026,60 и старше,Мужчины
Jordan,2020,337.136,60 и старше,Мужчины
Jordan,2021,354.242,60 и старше,Мужчины
Jordan,2022,374.072,60 и старше,Мужчины
Jordan,2023,397.864,60 и старше,Мужчины
Kuwait,2019,203.501,60 и старше,Мужчины
Kuwait,2020,220.025,60 и старше,Мужчины
Kuwait,2021,170.614,60 и старше,Мужчины
Kuwait,2022,129.762,60 и старше,Мужчины
Kuwait,2023,153.68,60 и старше,Мужчины
Lebanon,2019,335.248,60 и старше,Мужчины
Lebanon,2020,341.382,60 и старше,Мужчины
Lebanon,2021,348.3,60 и старше,Мужчины
Lebanon,2022,356.776,60 и старше,Мужчины
Lebanon,2023,369.204,60 и старше,Мужчины
Oman,2019,104.605,60 и старше,Мужчины
Oman,2020,101.884,60 и старше,Мужчины
Oman,2021,99.796,60 и старше,Мужчины
Oman,2022,104.83,60 и старше,Мужчины
Oman,2023,111.85,60 и старше,Мужчины
Qatar,2019,47.485,60 и старше,Мужчины
Qatar,2020,48.882,60 и старше,Мужчины
Qatar,2021,49.239,60 и старше,Мужчины
Qatar,2022,54.028,60 и старше,Мужчины
Qatar,2023,63.794,60 и старше,Мужчины
Saudi Arabia,2019,775.718,60 и старше,Мужчины
Saudi Arabia,2020,802.906,60 и старше,Мужчины
Saudi Arabia,2021,830.729,60 и старше,Мужчины
Saudi Arabia,2022,881.303,60 и старше,Мужчины
Saudi Arabia,2023,964.799,60 и старше,Мужчины
State of Palestine,2019,126.02,60 и старше,Мужчины
State of Palestine,2020,130.95,60 и старше,Мужчины
State of Palestine,2021,135.583,60 и старше,Мужчины
State of Palestine,2022,141.038,60 и старше,Мужчины
State of Palestine,2023,146.804,60 и старше,Мужчины
Syrian Arab Republic,2019,644.576,60 и старше,Мужчины
Syrian Arab Republic,2020,673.468,60 и старше,Мужчины
Syrian Arab Republic,2021,701.262,60 и старше,Мужчины
Syrian Arab Republic,2022,735.563,60 и старше,Мужчины
Syrian Arab Republic,2023,776.711,60 и старше,Мужчины
Türkiye,2019,4822.532,60 и старше,Мужчины
Türkiye,2020,5081.849,60 и старше,Мужчины
Türkiye,2021,5340.295,60 и старше,Мужчины
Türkiye,2022,5560.588,60 и старше,Мужчины
Türkiye,2023,5761.372,60 и старше,Мужчины
United Arab Emirates,2019,181.016,60 и старше,Мужчины
United Arab Emirates,2020,182.734,60 и старше,Мужчины
United Arab Emirates,2021,190.297,60 и старше,Мужчины
United Arab Emirates,2022,199.663,60 и старше,Мужчины
United Arab Emirates,2023,220.642,60 и старше,Мужчины
Yemen,2019,620.504,60 и старше,Мужчины
Yemen,2020,638.386,60 и старше,Мужчины
Yemen,2021,655.306,60 и старше,Мужчины
Yemen,2022,677.268,60 и старше,Мужчины
Yemen,2023,705.35,60 и старше,Мужчины
Belarus,2019,758.303,60 и старше,Мужчины
Belarus,2020,774.908,60 и старше,Мужчины
Belarus,2021,785.796,60 и старше,Мужчины
Belarus,2022,799.604,60 и старше,Мужчины
Belarus,2023,816.058,60 и старше,Мужчины
Bulgaria,2019,825.738,60 и старше,Мужчины
Bulgaria,2020,824.026,60 и старше,Мужчины
Bulgaria,2021,813.612,60 и старше,Мужчины
Bulgaria,2022,803.894,60 и старше,Мужчины
Bulgaria,2023,802.392,60 и старше,Мужчины
Czechia,2019,1206.97,60 и старше,Мужчины
Czechia,2020,1211.492,60 и старше,Мужчины
Czechia,2021,1209.441,60 и старше,Мужчины
Czechia,2022,1214.844,60 и старше,Мужчины
Czechia,2023,1231.482,60 и старше,Мужчины
Hungary,2019,1034.229,60 и старше,Мужчины
Hungary,2020,1036.269,60 и старше,Мужчины
Hungary,2021,1030.889,60 и старше,Мужчины
Hungary,2022,1026.008,60 и старше,Мужчины
Hungary,2023,1028.938,60 и старше,Мужчины
Poland,2019,3932.854,60 и старше,Мужчины
Poland,2020,3997.338,60 и старше,Мужчины
Poland,2021,4029.321,60 и старше,Мужчины
Poland,2022,4113.525,60 и старше,Мужчины
Poland,2023,4213.968,60 и старше,Мужчины
Republic of Moldova,2019,243.511,60 и старше,Мужчины
Republic of Moldova,2020,247.302,60 и старше,Мужчины
Republic of Moldova,2021,248.842,60 и старше,Мужчины
Republic of Moldova,2022,253.938,60 и старше,Мужчины
Republic of Moldova,2023,259.246,60 и старше,Мужчины
Romania,2019,2046.724,60 и старше,Мужчины
Romania,2020,2045.227,60 и старше,Мужчины
Romania,2021,2021.458,60 и старше,Мужчины
Romania,2022,1997.598,60 и старше,Мужчины
Romania,2023,1990.579,60 и старше,Мужчины
Russian Federation,2019,11509.415,60 и старше,Мужчины
Russian Federation,2020,11803.773,60 и старше,Мужчины
Russian Federation,2021,11978.32,60 и старше,Мужчины
Russian Federation,2022,12167.479,60 и старше,Мужчины
Russian Federation,2023,12433.665,60 и старше,Мужчины
Slovakia,2019,522.925,60 и старше,Мужчины
Slovakia,2020,533.96,60 и старше,Мужчины
Slovakia,2021,540.202,60 и старше,Мужчины
Slovakia,2022,550.531,60 и старше,Мужчины
Slovakia,2023,565.738,60 и старше,Мужчины
Ukraine,2019,3818.53,60 и старше,Мужчины
Ukraine,2020,3911.952,60 и старше,Мужчины
Ukraine,2021,3960.019,60 и старше,Мужчины
Ukraine,2022,3774.987,60 и старше,Мужчины
Ukraine,2023,3610.249,60 и старше,Мужчины
Denmark,2019,697.566,60 и старше,Мужчины
Denmark,2020,708.87,60 и старше,Мужчины
Denmark,2021,720.216,60 и старше,Мужчины
Denmark,2022,731.522,60 и старше,Мужчины
Denmark,2023,745.891,60 и старше,Мужчины
Estonia,2019,129.381,60 и старше,Мужчины
Estonia,2020,131.998,60 и старше,Мужчины
Estonia,2021,133.94,60 и старше,Мужчины
Estonia,2022,137.394,60 и старше,Мужчины
Estonia,2023,141.318,60 и старше,Мужчины
Faroe Islands,2019,5.904,60 и старше,Мужчины
Faroe Islands,2020,6.052,60 и старше,Мужчины
Faroe Islands,2021,6.173,60 и старше,Мужчины
Faroe Islands,2022,6.233,60 и старше,Мужчины
Faroe Islands,2023,6.3,60 и старше,Мужчины
Finland,2019,711.953,60 и старше,Мужчины
Finland,2020,723.686,60 и старше,Мужчины
Finland,2021,734.641,60 и старше,Мужчины
Finland,2022,747.22,60 и старше,Мужчины
Finland,2023,761.762,60 и старше,Мужчины
Guernsey,2019,7.808,60 и старше,Мужчины
Guernsey,2020,7.997,60 и старше,Мужчины
Guernsey,2021,8.178,60 и старше,Мужчины
Guernsey,2022,8.35,60 и старше,Мужчины
Guernsey,2023,8.537,60 и старше,Мужчины
Iceland,2019,34.832,60 и старше,Мужчины
Iceland,2020,36.048,60 и старше,Мужчины
Iceland,2021,37.238,60 и старше,Мужчины
Iceland,2022,38.352,60 и старше,Мужчины
Iceland,2023,39.428,60 и старше,Мужчины
Ireland,2019,455.77,60 и старше,Мужчины
Ireland,2020,469.616,60 и старше,Мужчины
Ireland,2021,482.686,60 и старше,Мужчины
Ireland,2022,499.423,60 и старше,Мужчины
Ireland,2023,518.612,60 и старше,Мужчины
Isle of Man,2019,11.274,60 и старше,Мужчины
Isle of Man,2020,11.463,60 и старше,Мужчины
Isle of Man,2021,11.6,60 и старше,Мужчины
Isle of Man,2022,11.778,60 и старше,Мужчины
Isle of Man,2023,12.036,60 и старше,Мужчины
Jersey,2019,11.374,60 и старше,Мужчины
Jersey,2020,11.644,60 и старше,Мужчины
Jersey,2021,11.882,60 и старше,Мужчины
Jersey,2022,12.104,60 и старше,Мужчины
Jersey,2023,12.36,60 и старше,Мужчины
Latvia,2019,186.04,60 и старше,Мужчины
Latvia,2020,188.452,60 и старше,Мужчины
Latvia,2021,189.84,60 и старше,Мужчины
Latvia,2022,191.808,60 и старше,Мужчины
Latvia,2023,194.818,60 и старше,Мужчины
Lithuania,2019,270.972,60 и старше,Мужчины
Lithuania,2020,275.836,60 и старше,Мужчины
Lithuania,2021,279.624,60 и старше,Мужчины
Lithuania,2022,283.416,60 и старше,Мужчины
Lithuania,2023,287.458,60 и старше,Мужчины
Norway,2019,585.594,60 и старше,Мужчины
Norway,2020,600.064,60 и старше,Мужчины
Norway,2021,614.276,60 и старше,Мужчины
Norway,2022,628.068,60 и старше,Мужчины
Norway,2023,642.21,60 и старше,Мужчины
Sweden,2019,1237.508,60 и старше,Мужчины
Sweden,2020,1252.884,60 и старше,Мужчины
Sweden,2021,1267.484,60 и старше,Мужчины
Sweden,2022,1284.774,60 и старше,Мужчины
Sweden,2023,1307.288,60 и старше,Мужчины
United Kingdom,2019,7482.576,60 и старше,Мужчины
United Kingdom,2020,7574.027,60 и старше,Мужчины
United Kingdom,2021,7665.942,60 и старше,Мужчины
United Kingdom,2022,7819.786,60 и старше,Мужчины
United Kingdom,2023,7994.656,60 и старше,Мужчины
Albania,2019,279.738,60 и старше,Мужчины
Albania,2020,287.642,60 и старше,Мужчины
Albania,2021,293.418,60 и старше,Мужчины
Albania,2022,298.684,60 и старше,Мужчины
Albania,2023,303.732,60 и старше,Мужчины
Andorra,2019,7.49,60 и старше,Мужчины
Andorra,2020,7.812,60 и старше,Мужчины
Andorra,2021,8.155,60 и старше,Мужчины
Andorra,2022,8.564,60 и старше,Мужчины
Andorra,2023,8.99,60 и старше,Мужчины
Bosnia and Herzegovina,2019,364.671,60 и старше,Мужчины
Bosnia and Herzegovina,2020,370.371,60 и старше,Мужчины
Bosnia and Herzegovina,2021,372.757,60 и старше,Мужчины
Bosnia and Herzegovina,2022,374.968,60 и старше,Мужчины
Bosnia and Herzegovina,2023,379.906,60 и старше,Мужчины
Croatia,2019,481.5,60 и старше,Мужчины
Croatia,2020,486.624,60 и старше,Мужчины
Croatia,2021,490.329,60 и старше,Мужчины
Croatia,2022,494.543,60 и старше,Мужчины
Croatia,2023,498.684,60 и старше,Мужчины
Gibraltar,2019,3.902,60 и старше,Мужчины
Gibraltar,2020,3.96,60 и старше,Мужчины
Gibraltar,2021,3.993,60 и старше,Мужчины
Gibraltar,2022,4.066,60 и старше,Мужчины
Gibraltar,2023,4.202,60 и старше,Мужчины
Greece,2019,1350.098,60 и старше,Мужчины
Greece,2020,1363.454,60 и старше,Мужчины
Greece,2021,1371.136,60 и старше,Мужчины
Greece,2022,1369.566,60 и старше,Мужчины
Greece,2023,1359.606,60 и старше,Мужчины
Holy See,2019,0.12,60 и старше,Мужчины
Holy See,2020,0.12,60 и старше,Мужчины
Holy See,2021,0.116,60 и старше,Мужчины
Holy See,2022,0.112,60 и старше,Мужчины
Holy See,2023,0.11,60 и старше,Мужчины
Italy,2019,7936.633,60 и старше,Мужчины
Italy,2020,8048.456,60 и старше,Мужчины
Italy,2021,8155.984,60 и старше,Мужчины
Italy,2022,8273.974,60 и старше,Мужчины
Italy,2023,8412.468,60 и старше,Мужчины
Kosovo under UNSCR 1244,2019,98.673,60 и старше,Мужчины
Kosovo under UNSCR 1244,2020,100.558,60 и старше,Мужчины
Kosovo under UNSCR 1244,2021,101.958,60 и старше,Мужчины
Kosovo under UNSCR 1244,2022,104.352,60 и старше,Мужчины
Kosovo under UNSCR 1244,2023,107.434,60 и старше,Мужчины
Malta,2019,58.261,60 и старше,Мужчины
Malta,2020,59.632,60 и старше,Мужчины
Malta,2021,61.13,60 и старше,Мужчины
Malta,2022,62.878,60 и старше,Мужчины
Malta,2023,64.618,60 и старше,Мужчины
Montenegro,2019,59.138,60 и старше,Мужчины
Montenegro,2020,59.752,60 и старше,Мужчины
Montenegro,2021,59.802,60 и старше,Мужчины
Montenegro,2022,61.32,60 и старше,Мужчины
Montenegro,2023,63.94,60 и старше,Мужчины
North Macedonia,2019,187.896,60 и старше,Мужчины
North Macedonia,2020,190.914,60 и старше,Мужчины
North Macedonia,2021,191.8,60 и старше,Мужчины
North Macedonia,2022,193.006,60 и старше,Мужчины
North Macedonia,2023,195.798,60 и старше,Мужчины
Portugal,2019,1297.806,60 и старше,Мужчины
Portugal,2020,1333.034,60 и старше,Мужчины
Portugal,2021,1365.127,60 и старше,Мужчины
Portugal,2022,1391.286,60 и старше,Мужчины
Portugal,2023,1412.704,60 и старше,Мужчины
San Marino,2019,4.144,60 и старше,Мужчины
San Marino,2020,4.269,60 и старше,Мужчины
San Marino,2021,4.388,60 и старше,Мужчины
San Marino,2022,4.531,60 и старше,Мужчины
San Marino,2023,4.686,60 и старше,Мужчины
Serbia,2019,859.064,60 и старше,Мужчины
Serbia,2020,861.98,60 и старше,Мужчины
Serbia,2021,857.816,60 и старше,Мужчины
Serbia,2022,850.498,60 и старше,Мужчины
Serbia,2023,847.208,60 и старше,Мужчины
Slovenia,2019,248.965,60 и старше,Мужчины
Slovenia,2020,253.584,60 и старше,Мужчины
Slovenia,2021,257.731,60 и старше,Мужчины
Slovenia,2022,263.256,60 и старше,Мужчины
Slovenia,2023,269.534,60 и старше,Мужчины
Spain,2019,5389.522,60 и старше,Мужчины
Spain,2020,5502.015,60 и старше,Мужчины
Spain,2021,5607.391,60 и старше,Мужчины
Spain,2022,5738.64,60 и старше,Мужчины
Spain,2023,5890.352,60 и старше,Мужчины
Austria,2019,999.906,60 и старше,Мужчины
Austria,2020,1025.613,60 и старше,Мужчины
Austria,2021,1053.416,60 и старше,Мужчины
Austria,2022,1090.063,60 и старше,Мужчины
Austria,2023,1127.092,60 и старше,Мужчины
Belgium,2019,1317.524,60 и старше,Мужчины
Belgium,2020,1341.63,60 и старше,Мужчины
Belgium,2021,1364.598,60 и старше,Мужчины
Belgium,2022,1396.772,60 и старше,Мужчины
Belgium,2023,1433.938,60 и старше,Мужчины
France,2019,7703.284,60 и старше,Мужчины
France,2020,7842.86,60 и старше,Мужчины
France,2021,7967.368,60 и старше,Мужчины
France,2022,8093.664,60 и старше,Мужчины
France,2023,8238.895,60 и старше,Мужчины
Germany,2019,10684.472,60 и старше,Мужчины
Germany,2020,10872.684,60 и старше,Мужчины
Germany,2021,11092.722,60 и старше,Мужчины
Germany,2022,11376.287,60 и старше,Мужчины
Germany,2023,11687.856,60 и старше,Мужчины
Liechtenstein,2019,4.539,60 и старше,Мужчины
Liechtenstein,2020,4.694,60 и старше,Мужчины
Liechtenstein,2021,4.842,60 и старше,Мужчины
Liechtenstein,2022,5.008,60 и старше,Мужчины
Liechtenstein,2023,5.179,60 и старше,Мужчины
Luxembourg,2019,57.796,60 и старше,Мужчины
Luxembourg,2020,59.468,60 и старше,Мужчины
Luxembourg,2021,61.161,60 и старше,Мужчины
Luxembourg,2022,63.178,60 и старше,Мужчины
Luxembourg,2023,65.78,60 и старше,Мужчины
Monaco,2019,7.967,60 и старше,Мужчины
Monaco,2020,7.999,60 и старше,Мужчины
Monaco,2021,8.294,60 и старше,Мужчины
Monaco,2022,8.341,60 и старше,Мужчины
Monaco,2023,8.177,60 и старше,Мужчины
Netherlands (Kingdom of the),2019,2092.576,60 и старше,Мужчины
Netherlands (Kingdom of the),2020,2143.084,60 и старше,Мужчины
Netherlands (Kingdom of the),2021,2191.692,60 и старше,Мужчины
Netherlands (Kingdom of the),2022,2244.256,60 и старше,Мужчины
Netherlands (Kingdom of the),2023,2299.858,60 и старше,Мужчины
Switzerland,2019,966.559,60 и старше,Мужчины
Switzerland,2020,987.698,60 и старше,Мужчины
Switzerland,2021,1009.243,60 и старше,Мужчины
Switzerland,2022,1040.317,60 и старше,Мужчины
Switzerland,2023,1078.848,60 и старше,Мужчины
Anguilla,2019,1.044,60 и старше,Мужчины
Anguilla,2020,1.08,60 и старше,Мужчины
Anguilla,2021,1.092,60 и старше,Мужчины
Anguilla,2022,1.108,60 и старше,Мужчины
Anguilla,2023,1.157,60 и старше,Мужчины
Antigua and Barbuda,2019,5.577,60 и старше,Мужчины
Antigua and Barbuda,2020,5.841,60 и старше,Мужчины
Antigua and Barbuda,2021,6.102,60 и старше,Мужчины
Antigua and Barbuda,2022,6.367,60 и старше,Мужчины
Antigua and Barbuda,2023,6.644,60 и старше,Мужчины
Aruba,2019,9.859,60 и старше,Мужчины
Aruba,2020,10.23,60 и старше,Мужчины
Aruba,2021,10.53,60 и старше,Мужчины
Aruba,2022,10.857,60 и старше,Мужчины
Aruba,2023,11.235,60 и старше,Мужчины
Bahamas,2019,26.274,60 и старше,Мужчины
Bahamas,2020,26.792,60 и старше,Мужчины
Bahamas,2021,27.204,60 и старше,Мужчины
Bahamas,2022,27.804,60 и старше,Мужчины
Bahamas,2023,28.684,60 и старше,Мужчины
Barbados,2019,25.39,60 и старше,Мужчины
Barbados,2020,26.176,60 и старше,Мужчины
Barbados,2021,26.932,60 и старше,Мужчины
Barbados,2022,27.484,60 и старше,Мужчины
Barbados,2023,27.955,60 и старше,Мужчины
"Bonaire, Sint Eustatius and Saba",2019,2.534,60 и старше,Мужчины
"Bonaire, Sint Eustatius and Saba",2020,2.692,60 и старше,Мужчины
"Bonaire, Sint Eustatius and Saba",2021,2.863,60 и старше,Мужчины
"Bonaire, Sint Eustatius and Saba",2022,3.074,60 и старше,Мужчины
"Bonaire, Sint Eustatius and Saba",2023,3.264,60 и старше,Мужчины
British Virgin Islands,2019,2.138,60 и старше,Мужчины
British Virgin Islands,2020,2.261,60 и старше,Мужчины
British Virgin Islands,2021,2.378,60 и старше,Мужчины
British Virgin Islands,2022,2.487,60 и старше,Мужчины
British Virgin Islands,2023,2.614,60 и старше,Мужчины
Cayman Islands,2019,3.614,60 и старше,Мужчины
Cayman Islands,2020,3.83,60 и старше,Мужчины
Cayman Islands,2021,4.093,60 и старше,Мужчины
Cayman Islands,2022,4.413,60 и старше,Мужчины
Cayman Islands,2023,4.76,60 и старше,Мужчины
Cuba,2019,1067.504,60 и старше,Мужчины
Cuba,2020,1085.522,60 и старше,Мужчины
Cuba,2021,1094.796,60 и старше,Мужчины
Cuba,2022,1112.802,60 и старше,Мужчины
Cuba,2023,1153.711,60 и старше,Мужчины
Curaçao,2019,15.508,60 и старше,Мужчины
Curaçao,2020,15.792,60 и старше,Мужчины
Curaçao,2021,16.125,60 и старше,Мужчины
Curaçao,2022,16.466,60 и старше,Мужчины
Curaçao,2023,16.831,60 и старше,Мужчины
Dominica,2019,5.62,60 и старше,Мужчины
Dominica,2020,5.77,60 и старше,Мужчины
Dominica,2021,5.895,60 и старше,Мужчины
Dominica,2022,5.971,60 и старше,Мужчины
Dominica,2023,6.021,60 и старше,Мужчины
Dominican Republic,2019,499.427,60 и старше,Мужчины
Dominican Republic,2020,519.688,60 и старше,Мужчины
Dominican Republic,2021,538.626,60 и старше,Мужчины
Dominican Republic,2022,559.814,60 и старше,Мужчины
Dominican Republic,2023,582.956,60 и старше,Мужчины
Grenada,2019,8.464,60 и старше,Мужчины
Grenada,2020,8.712,60 и старше,Мужчины
Grenada,2021,8.954,60 и старше,Мужчины
Grenada,2022,9.195,60 и старше,Мужчины
Grenada,2023,9.436,60 и старше,Мужчины
Guadeloupe,2019,47.332,60 и старше,Мужчины
Guadeloupe,2020,48.566,60 и старше,Мужчины
Guadeloupe,2021,49.322,60 и старше,Мужчины
Guadeloupe,2022,50.055,60 и старше,Мужчины
Guadeloupe,2023,51.243,60 и старше,Мужчины
Haiti,2019,337.591,60 и старше,Мужчины
Haiti,2020,345.81,60 и старше,Мужчины
Haiti,2021,352.808,60 и старше,Мужчины
Haiti,2022,360.752,60 и старше,Мужчины
Haiti,2023,370.554,60 и старше,Мужчины
Jamaica,2019,138.142,60 и старше,Мужчины
Jamaica,2020,143.031,60 и старше,Мужчины
Jamaica,2021,147.239,60 и старше,Мужчины
Jamaica,2022,151.366,60 и старше,Мужчины
Jamaica,2023,156.55,60 и старше,Мужчины
Martinique,2019,47.108,60 и старше,Мужчины
Martinique,2020,47.985,60 и старше,Мужчины
Martinique,2021,48.877,60 и старше,Мужчины
Martinique,2022,49.875,60 и старше,Мужчины
Martinique,2023,50.98,60 и старше,Мужчины
Montserrat,2019,0.559,60 и старше,Мужчины
Montserrat,2020,0.562,60 и старше,Мужчины
Montserrat,2021,0.58,60 и старше,Мужчины
Montserrat,2022,0.598,60 и старше,Мужчины
Montserrat,2023,0.608,60 и старше,Мужчины
Puerto Rico,2019,415.35,60 и старше,Мужчины
Puerto Rico,2020,425.508,60 и старше,Мужчины
Puerto Rico,2021,433.16,60 и старше,Мужчины
Puerto Rico,2022,438.854,60 и старше,Мужчины
Puerto Rico,2023,442.08,60 и старше,Мужчины
Saint Barthélemy,2019,0.815,60 и старше,Мужчины
Saint Barthélemy,2020,0.972,60 и старше,Мужчины
Saint Barthélemy,2021,1.08,60 и старше,Мужчины
Saint Barthélemy,2022,1.135,60 и старше,Мужчины
Saint Barthélemy,2023,1.178,60 и старше,Мужчины
Saint Kitts and Nevis,2019,3.174,60 и старше,Мужчины
Saint Kitts and Nevis,2020,3.312,60 и старше,Мужчины
Saint Kitts and Nevis,2021,3.402,60 и старше,Мужчины
Saint Kitts and Nevis,2022,3.463,60 и старше,Мужчины
Saint Kitts and Nevis,2023,3.548,60 и старше,Мужчины
Saint Lucia,2019,10.301,60 и старше,Мужчины
Saint Lucia,2020,10.613,60 и старше,Мужчины
Saint Lucia,2021,10.84,60 и старше,Мужчины
Saint Lucia,2022,11.111,60 и старше,Мужчины
Saint Lucia,2023,11.52,60 и старше,Мужчины
Saint Martin (French part),2019,3.33,60 и старше,Мужчины
Saint Martin (French part),2020,3.402,60 и старше,Мужчины
Saint Martin (French part),2021,2.956,60 и старше,Мужчины
Saint Martin (French part),2022,2.956,60 и старше,Мужчины
Saint Martin (French part),2023,2.962,60 и старше,Мужчины
Saint Vincent and the Grenadines,2019,8.108,60 и старше,Мужчины
Saint Vincent and the Grenadines,2020,8.257,60 и старше,Мужчины
Saint Vincent and the Grenadines,2021,8.326,60 и старше,Мужчины
Saint Vincent and the Grenadines,2022,8.461,60 и старше,Мужчины
Saint Vincent and the Grenadines,2023,8.636,60 и старше,Мужчины
Sint Maarten (Dutch part),2019,3.428,60 и старше,Мужчины
Sint Maarten (Dutch part),2020,3.696,60 и старше,Мужчины
Sint Maarten (Dutch part),2021,3.978,60 и старше,Мужчины
Sint Maarten (Dutch part),2022,4.214,60 и старше,Мужчины
Sint Maarten (Dutch part),2023,4.396,60 и старше,Мужчины
Trinidad and Tobago,2019,101.7,60 и старше,Мужчины
Trinidad and Tobago,2020,106.102,60 и старше,Мужчины
Trinidad and Tobago,2021,110.686,60 и старше,Мужчины
Trinidad and Tobago,2022,115.678,60 и старше,Мужчины
Trinidad and Tobago,2023,121.047,60 и старше,Мужчины
Turks and Caicos Islands,2019,2.878,60 и старше,Мужчины
Turks and Caicos Islands,2020,3.074,60 и старше,Мужчины
Turks and Caicos Islands,2021,3.246,60 и старше,Мужчины
Turks and Caicos Islands,2022,3.41,60 и старше,Мужчины
Turks and Caicos Islands,2023,3.555,60 и старше,Мужчины
United States Virgin Islands,2019,11.549,60 и старше,Мужчины
United States Virgin Islands,2020,11.565,60 и старше,Мужчины
United States Virgin Islands,2021,11.468,60 и старше,Мужчины
United States Virgin Islands,2022,11.372,60 и старше,Мужчины
United States Virgin Islands,2023,11.296,60 и старше,Мужчины
Belize,2019,13.27,60 и старше,Мужчины
Belize,2020,13.756,60 и старше,Мужчины
Belize,2021,14.24,60 и старше,Мужчины
Belize,2022,14.834,60 и старше,Мужчины
Belize,2023,15.518,60 и старше,Мужчины
Costa Rica,2019,337.857,60 и старше,Мужчины
Costa Rica,2020,352.594,60 и старше,Мужчины
Costa Rica,2021,366.525,60 и старше,Мужчины
