Country,year,pop_thousands,age_group,sex
Wallis and Futuna Islands,2019,0.586,20-24,Все
Wallis and Futuna Islands,2020,0.595,20-24,Все
Wallis and Futuna Islands,2021,0.636,20-24,Все
Wallis and Futuna Islands,2022,0.681,20-24,Все
Wallis and Futuna Islands,2023,0.746,20-24,Все
Burundi,2019,669.24,25-29,Все
Burundi,2020,687.84,25-29,Все
Burundi,2021,708.12,25-29,Все
Burundi,2022,727.465,25-29,Все
Burundi,2023,747.024,25-29,Все
Comoros,2019,46.788,25-29,Все
Comoros,2020,47.859,25-29,Все
Comoros,2021,48.96,25-29,Все
Comoros,2022,50.158,25-29,Все
Comoros,2023,51.483,25-29,Все
Djibouti,2019,74.963,25-29,Все
Djibouti,2020,76.511,25-29,Все
Djibouti,2021,77.98,25-29,Все
Djibouti,2022,79.365,25-29,Все
Djibouti,2023,80.748,25-29,Все
Eritrea,2019,166.091,25-29,Все
Eritrea,2020,169.474,25-29,Все
Eritrea,2021,174.531,25-29,Все
Eritrea,2022,180.307,25-29,Все
Eritrea,2023,186.006,25-29,Все
Ethiopia,2019,6393.749,25-29,Все
Ethiopia,2020,6648.207,25-29,Все
Ethiopia,2021,6911.382,25-29,Все
Ethiopia,2022,7180.98,25-29,Все
Ethiopia,2023,7459.099,25-29,Все
Kenya,2019,3083.661,25-29,Все
Kenya,2020,3162.783,25-29,Все
Kenya,2021,3243.95,25-29,Все
Kenya,2022,3328.361,25-29,Все
Kenya,2023,3420.123,25-29,Все
Madagascar,2019,1593.767,25-29,Все
Madagascar,2020,1647.67,25-29,Все
Madagascar,2021,1703.691,25-29,Все
Madagascar,2022,1761.731,25-29,Все
Madagascar,2023,1822.013,25-29,Все
Malawi,2019,1049.53,25-29,Все
Malawi,2020,1091.243,25-29,Все
Malawi,2021,1133.874,25-29,Все
Malawi,2022,1177.768,25-29,Все
Malawi,2023,1223.699,25-29,Все
Mauritius,2019,97.06,25-29,Все
Mauritius,2020,97.246,25-29,Все
Mauritius,2021,97.457,25-29,Все
Mauritius,2022,97.634,25-29,Все
Mauritius,2023,97.691,25-29,Все
Mayotte,2019,16.61,25-29,Все
Mayotte,2020,17.18,25-29,Все
Mayotte,2021,17.788,25-29,Все
Mayotte,2022,18.444,25-29,Все
Mayotte,2023,18.945,25-29,Все
Mozambique,2019,1547.662,25-29,Все
Mozambique,2020,1603.151,25-29,Все
Mozambique,2021,1661.767,25-29,Все
Mozambique,2022,1722.87,25-29,Все
Mozambique,2023,1786.886,25-29,Все
Réunion,2019,53.891,25-29,Все
Réunion,2020,53.451,25-29,Все
Réunion,2021,53.256,25-29,Все
Réunion,2022,53.012,25-29,Все
Réunion,2023,52.362,25-29,Все
Rwanda,2019,762.702,25-29,Все
Rwanda,2020,783.171,25-29,Все
Rwanda,2021,802.978,25-29,Все
Rwanda,2022,824.299,25-29,Все
Rwanda,2023,847.865,25-29,Все
Seychelles,2019,9.804,25-29,Все
Seychelles,2020,10.098,25-29,Все
Seychelles,2021,10.386,25-29,Все
Seychelles,2022,10.627,25-29,Все
Seychelles,2023,10.819,25-29,Все
Somalia,2019,775.093,25-29,Все
Somalia,2020,809.437,25-29,Все
Somalia,2021,844.107,25-29,Все
Somalia,2022,875.686,25-29,Все
Somalia,2023,909.42,25-29,Все
South Sudan,2019,569.531,25-29,Все
South Sudan,2020,582.618,25-29,Все
South Sudan,2021,585.08,25-29,Все
South Sudan,2022,586.373,25-29,Все
South Sudan,2023,608.636,25-29,Все
Uganda,2019,2161.11,25-29,Все
Uganda,2020,2273.852,25-29,Все
Uganda,2021,2386.797,25-29,Все
Uganda,2022,2495.303,25-29,Все
Uganda,2023,2599.686,25-29,Все
United Republic of Tanzania,2019,3233.065,25-29,Все
United Republic of Tanzania,2020,3345.232,25-29,Все
United Republic of Tanzania,2021,3464.305,25-29,Все
United Republic of Tanzania,2022,3583.906,25-29,Все
United Republic of Tanzania,2023,3704.143,25-29,Все
Zambia,2019,1065.337,25-29,Все
Zambia,2020,1104.438,25-29,Все
Zambia,2021,1143.353,25-29,Все
Zambia,2022,1182.074,25-29,Все
Zambia,2023,1222.424,25-29,Все
Zimbabwe,2019,878.113,25-29,Все
Zimbabwe,2020,892.36,25-29,Все
Zimbabwe,2021,907.406,25-29,Все
Zimbabwe,2022,921.686,25-29,Все
Zimbabwe,2023,936.306,25-29,Все
Angola,2019,1737.037,25-29,Все
Angola,2020,1793.836,25-29,Все
Angola,2021,1850.459,25-29,Все
Angola,2022,1908.24,25-29,Все
Angola,2023,1966.214,25-29,Все
Cameroon,2019,1460.464,25-29,Все
Cameroon,2020,1506.492,25-29,Все
Cameroon,2021,1552.038,25-29,Все
Cameroon,2022,1597.808,25-29,Все
Cameroon,2023,1645.498,25-29,Все
Central African Republic,2019,202.13,25-29,Все
Central African Republic,2020,206.098,25-29,Все
Central African Republic,2021,209.255,25-29,Все
Central African Republic,2022,208.617,25-29,Все
Central African Republic,2023,213.337,25-29,Все
Chad,2019,826.312,25-29,Все
Chad,2020,852.777,25-29,Все
Chad,2021,886.168,25-29,Все
Chad,2022,921.26,25-29,Все
Chad,2023,979.226,25-29,Все
Congo,2019,332.424,25-29,Все
Congo,2020,338.772,25-29,Все
Congo,2021,345.409,25-29,Все
Congo,2022,352.34,25-29,Все
Congo,2023,359.601,25-29,Все
Democratic Republic of the Congo,2019,4632.543,25-29,Все
Democratic Republic of the Congo,2020,4793.833,25-29,Все
Democratic Republic of the Congo,2021,4969.264,25-29,Все
Democratic Republic of the Congo,2022,5144.228,25-29,Все
Democratic Republic of the Congo,2023,5323.174,25-29,Все
Equatorial Guinea,2019,111.186,25-29,Все
Equatorial Guinea,2020,114.075,25-29,Все
Equatorial Guinea,2021,116.407,25-29,Все
Equatorial Guinea,2022,118.825,25-29,Все
Equatorial Guinea,2023,121.022,25-29,Все
Gabon,2019,152.243,25-29,Все
Gabon,2020,155.896,25-29,Все
Gabon,2021,159.263,25-29,Все
Gabon,2022,162.422,25-29,Все
Gabon,2023,165.459,25-29,Все
Sao Tome and Principe,2019,12.292,25-29,Все
Sao Tome and Principe,2020,12.527,25-29,Все
Sao Tome and Principe,2021,12.793,25-29,Все
Sao Tome and Principe,2022,13.042,25-29,Все
Sao Tome and Principe,2023,13.302,25-29,Все
Algeria,2019,3276.96,25-29,Все
Algeria,2020,3307.417,25-29,Все
Algeria,2021,3332.191,25-29,Все
Algeria,2022,3350.851,25-29,Все
Algeria,2023,3358.06,25-29,Все
Egypt,2019,7211.547,25-29,Все
Egypt,2020,7342.15,25-29,Все
Egypt,2021,7469.036,25-29,Все
Egypt,2022,7598.373,25-29,Все
Egypt,2023,7750.372,25-29,Все
Libya,2019,527.409,25-29,Все
Libya,2020,530.241,25-29,Все
Libya,2021,532.722,25-29,Все
Libya,2022,534.873,25-29,Все
Libya,2023,536.537,25-29,Все
Morocco,2019,2606.403,25-29,Все
Morocco,2020,2633.028,25-29,Все
Morocco,2021,2658.091,25-29,Все
Morocco,2022,2681.282,25-29,Все
Morocco,2023,2704.133,25-29,Все
Sudan,2019,2479.285,25-29,Все
Sudan,2020,2568.321,25-29,Все
Sudan,2021,2661.972,25-29,Все
Sudan,2022,2759.063,25-29,Все
Sudan,2023,2821.11,25-29,Все
Tunisia,2019,885.562,25-29,Все
Tunisia,2020,889.562,25-29,Все
Tunisia,2021,893.062,25-29,Все
Tunisia,2022,895.655,25-29,Все
Tunisia,2023,896.035,25-29,Все
Western Sahara,2019,46.756,25-29,Все
Western Sahara,2020,47.555,25-29,Все
Western Sahara,2021,48.123,25-29,Все
Western Sahara,2022,48.743,25-29,Все
Western Sahara,2023,49.442,25-29,Все
Botswana,2019,158.931,25-29,Все
Botswana,2020,162.54,25-29,Все
Botswana,2021,166.623,25-29,Все
Botswana,2022,170.955,25-29,Все
Botswana,2023,175.48,25-29,Все
Eswatini,2019,76.44,25-29,Все
Eswatini,2020,78.333,25-29,Все
Eswatini,2021,80.333,25-29,Все
Eswatini,2022,81.935,25-29,Все
Eswatini,2023,83.282,25-29,Все
Lesotho,2019,145.464,25-29,Все
Lesotho,2020,149.069,25-29,Все
Lesotho,2021,152.77,25-29,Все
Lesotho,2022,156.438,25-29,Все
Lesotho,2023,160.02,25-29,Все
Namibia,2019,171.376,25-29,Все
Namibia,2020,176.923,25-29,Все
Namibia,2021,182.334,25-29,Все
Namibia,2022,187.705,25-29,Все
Namibia,2023,193.453,25-29,Все
South Africa,2019,4530.9,25-29,Все
South Africa,2020,4635.206,25-29,Все
South Africa,2021,4738.375,25-29,Все
South Africa,2022,4835.135,25-29,Все
South Africa,2023,4925.806,25-29,Все
Benin,2019,703.638,25-29,Все
Benin,2020,727.095,25-29,Все
Benin,2021,750.162,25-29,Все
Benin,2022,773.347,25-29,Все
Benin,2023,797.099,25-29,Все
Burkina Faso,2019,1132.607,25-29,Все
Burkina Faso,2020,1170.117,25-29,Все
Burkina Faso,2021,1209.465,25-29,Все
Burkina Faso,2022,1248.758,25-29,Все
Burkina Faso,2023,1288.333,25-29,Все
Cabo Verde,2019,37.572,25-29,Все
Cabo Verde,2020,37.741,25-29,Все
Cabo Verde,2021,38.181,25-29,Все
Cabo Verde,2022,38.854,25-29,Все
Cabo Verde,2023,39.403,25-29,Все
Côte d'Ivoire,2019,1719.113,25-29,Все
Côte d'Ivoire,2020,1761.262,25-29,Все
Côte d'Ivoire,2021,1801.314,25-29,Все
Côte d'Ivoire,2022,1842.202,25-29,Все
Côte d'Ivoire,2023,1885.342,25-29,Все
Gambia,2019,133.052,25-29,Все
Gambia,2020,137.742,25-29,Все
Gambia,2021,142.63,25-29,Все
Gambia,2022,147.542,25-29,Все
Gambia,2023,152.575,25-29,Все
Ghana,2019,1981.788,25-29,Все
Ghana,2020,2025.431,25-29,Все
Ghana,2021,2069.929,25-29,Все
Ghana,2022,2114.193,25-29,Все
Ghana,2023,2158.638,25-29,Все
Guinea,2019,691.649,25-29,Все
Guinea,2020,719.405,25-29,Все
Guinea,2021,748.069,25-29,Все
Guinea,2022,777.836,25-29,Все
Guinea,2023,808.099,25-29,Все
Guinea-Bissau,2019,115.699,25-29,Все
Guinea-Bissau,2020,119.354,25-29,Все
Guinea-Bissau,2021,122.98,25-29,Все
Guinea-Bissau,2022,126.646,25-29,Все
Guinea-Bissau,2023,130.392,25-29,Все
Liberia,2019,282.6,25-29,Все
Liberia,2020,288.846,25-29,Все
Liberia,2021,295.864,25-29,Все
Liberia,2022,303.52,25-29,Все
Liberia,2023,311.966,25-29,Все
Mali,2019,1065.986,25-29,Все
Mali,2020,1100.642,25-29,Все
Mali,2021,1136.679,25-29,Все
Mali,2022,1172.638,25-29,Все
Mali,2023,1209.416,25-29,Все
Mauritania,2019,237.244,25-29,Все
Mauritania,2020,245.112,25-29,Все
Mauritania,2021,253.254,25-29,Все
Mauritania,2022,261.868,25-29,Все
Mauritania,2023,271.011,25-29,Все
Niger,2019,1077.656,25-29,Все
Niger,2020,1118.1,25-29,Все
Niger,2021,1161.586,25-29,Все
Niger,2022,1207.97,25-29,Все
Niger,2023,1257.778,25-29,Все
Nigeria,2019,11509.925,25-29,Все
Nigeria,2020,11819.349,25-29,Все
Nigeria,2021,12137.915,25-29,Все
Nigeria,2022,12459.47,25-29,Все
Nigeria,2023,12788.716,25-29,Все
Saint Helena,2019,0.316,25-29,Все
Saint Helena,2020,0.302,25-29,Все
Saint Helena,2021,0.291,25-29,Все
Saint Helena,2022,0.284,25-29,Все
Saint Helena,2023,0.274,25-29,Все
Senegal,2019,926.16,25-29,Все
Senegal,2020,958.475,25-29,Все
Senegal,2021,992.676,25-29,Все
Senegal,2022,1028.716,25-29,Все
Senegal,2023,1065.466,25-29,Все
Sierra Leone,2019,444.629,25-29,Все
Sierra Leone,2020,459.118,25-29,Все
Sierra Leone,2021,474.138,25-29,Все
Sierra Leone,2022,489.673,25-29,Все
Sierra Leone,2023,505.771,25-29,Все
Togo,2019,498.711,25-29,Все
Togo,2020,511.422,25-29,Все
Togo,2021,524.134,25-29,Все
Togo,2022,536.882,25-29,Все
Togo,2023,549.887,25-29,Все
Kazakhstan,2019,1368.722,25-29,Все
Kazakhstan,2020,1379.154,25-29,Все
Kazakhstan,2021,1384.661,25-29,Все
Kazakhstan,2022,1388.119,25-29,Все
Kazakhstan,2023,1389.699,25-29,Все
Kyrgyzstan,2019,420.95,25-29,Все
Kyrgyzstan,2020,439.316,25-29,Все
Kyrgyzstan,2021,456.587,25-29,Все
Kyrgyzstan,2022,468.895,25-29,Все
Kyrgyzstan,2023,476.279,25-29,Все
Tajikistan,2019,613.202,25-29,Все
Tajikistan,2020,629.274,25-29,Все
Tajikistan,2021,645.71,25-29,Все
Tajikistan,2022,662.019,25-29,Все
Tajikistan,2023,678.449,25-29,Все
Turkmenistan,2019,500.476,25-29,Все
Turkmenistan,2020,512.588,25-29,Все
Turkmenistan,2021,524.129,25-29,Все
Turkmenistan,2022,534.512,25-29,Все
Turkmenistan,2023,543.504,25-29,Все
Uzbekistan,2019,2439.302,25-29,Все
Uzbekistan,2020,2487.926,25-29,Все
Uzbekistan,2021,2532.589,25-29,Все
Uzbekistan,2022,2570.786,25-29,Все
Uzbekistan,2023,2601.85,25-29,Все
China,2019,108645.675,25-29,Все
China,2020,106955.09,25-29,Все
China,2021,105236.346,25-29,Все
China,2022,103596.928,25-29,Все
China,2023,101989.49,25-29,Все
"China, Hong Kong Special Administrative Region",2019,560.553,25-29,Все
"China, Hong Kong Special Administrative Region",2020,558.045,25-29,Все
"China, Hong Kong Special Administrative Region",2021,552.988,25-29,Все
"China, Hong Kong Special Administrative Region",2022,544.9,25-29,Все
"China, Hong Kong Special Administrative Region",2023,535.0,25-29,Все
"China, Macao Special Administrative Region",2019,57.59,25-29,Все
"China, Macao Special Administrative Region",2020,58.444,25-29,Все
"China, Macao Special Administrative Region",2021,59.256,25-29,Все
"China, Macao Special Administrative Region",2022,60.041,25-29,Все
"China, Macao Special Administrative Region",2023,60.164,25-29,Все
"China, Taiwan Province of China",2019,1795.581,25-29,Все
"China, Taiwan Province of China",2020,1779.994,25-29,Все
"China, Taiwan Province of China",2021,1759.034,25-29,Все
"China, Taiwan Province of China",2022,1739.41,25-29,Все
"China, Taiwan Province of China",2023,1722.473,25-29,Все
Dem. People's Republic of Korea,2019,1883.262,25-29,Все
Dem. People's Republic of Korea,2020,1868.212,25-29,Все
Dem. People's Republic of Korea,2021,1853.886,25-29,Все
Dem. People's Republic of Korea,2022,1838.369,25-29,Все
Dem. People's Republic of Korea,2023,1826.514,25-29,Все
Japan,2019,7796.982,25-29,Все
Japan,2020,7674.009,25-29,Все
Japan,2021,7519.057,25-29,Все
Japan,2022,7361.699,25-29,Все
Japan,2023,7207.793,25-29,Все
Mongolia,2019,241.103,25-29,Все
Mongolia,2020,242.658,25-29,Все
Mongolia,2021,244.02,25-29,Все
Mongolia,2022,245.141,25-29,Все
Mongolia,2023,246.032,25-29,Все
Republic of Korea,2019,3843.648,25-29,Все
Republic of Korea,2020,3807.647,25-29,Все
Republic of Korea,2021,3765.158,25-29,Все
Republic of Korea,2022,3727.241,25-29,Все
Republic of Korea,2023,3696.76,25-29,Все
Afghanistan,2019,1944.432,25-29,Все
Afghanistan,2020,2032.57,25-29,Все
Afghanistan,2021,2108.214,25-29,Все
Afghanistan,2022,2167.687,25-29,Все
Afghanistan,2023,2245.228,25-29,Все
Bangladesh,2019,11284.259,25-29,Все
Bangladesh,2020,11445.553,25-29,Все
Bangladesh,2021,11618.116,25-29,Все
Bangladesh,2022,11819.865,25-29,Все
Bangladesh,2023,12041.009,25-29,Все
Bhutan,2019,61.266,25-29,Все
Bhutan,2020,62.876,25-29,Все
Bhutan,2021,64.362,25-29,Все
Bhutan,2022,65.732,25-29,Все
Bhutan,2023,67.01,25-29,Все
India,2019,100053.852,25-29,Все
India,2020,101786.72,25-29,Все
India,2021,103472.348,25-29,Все
India,2022,105053.828,25-29,Все
India,2023,106606.949,25-29,Все
Iran (Islamic Republic of),2019,7417.194,25-29,Все
Iran (Islamic Republic of),2020,7449.305,25-29,Все
Iran (Islamic Republic of),2021,7473.536,25-29,Все
Iran (Islamic Republic of),2022,7518.576,25-29,Все
Iran (Islamic Republic of),2023,7560.963,25-29,Все
Maldives,2019,47.254,25-29,Все
Maldives,2020,49.898,25-29,Все
Maldives,2021,52.638,25-29,Все
Maldives,2022,54.445,25-29,Все
Maldives,2023,55.107,25-29,Все
Nepal,2019,1746.74,25-29,Все
Nepal,2020,1872.86,25-29,Все
Nepal,2021,1967.567,25-29,Все
Nepal,2022,2006.885,25-29,Все
Nepal,2023,2015.806,25-29,Все
Pakistan,2019,13591.432,25-29,Все
Pakistan,2020,13937.156,25-29,Все
Pakistan,2021,14317.439,25-29,Все
Pakistan,2022,14664.636,25-29,Все
Pakistan,2023,14963.546,25-29,Все
Sri Lanka,2019,1548.994,25-29,Все
Sri Lanka,2020,1556.463,25-29,Все
Sri Lanka,2021,1563.774,25-29,Все
Sri Lanka,2022,1571.087,25-29,Все
Sri Lanka,2023,1578.406,25-29,Все
Brunei Darussalam,2019,37.25,25-29,Все
Brunei Darussalam,2020,37.757,25-29,Все
Brunei Darussalam,2021,38.201,25-29,Все
Brunei Darussalam,2022,38.517,25-29,Все
Brunei Darussalam,2023,38.763,25-29,Все
Cambodia,2019,1145.964,25-29,Все
Cambodia,2020,1165.908,25-29,Все
Cambodia,2021,1184.424,25-29,Все
Cambodia,2022,1202.138,25-29,Все
Cambodia,2023,1220.654,25-29,Все
Indonesia,2019,20153.029,25-29,Все
Indonesia,2020,20279.582,25-29,Все
Indonesia,2021,20401.207,25-29,Все
Indonesia,2022,20525.919,25-29,Все
Indonesia,2023,20645.501,25-29,Все
Lao People's Democratic Republic,2019,497.058,25-29,Все
Lao People's Democratic Republic,2020,509.655,25-29,Все
Lao People's Democratic Republic,2021,522.072,25-29,Все
Lao People's Democratic Republic,2022,534.147,25-29,Все
Lao People's Democratic Republic,2023,546.27,25-29,Все
Malaysia,2019,2575.657,25-29,Все
Malaysia,2020,2634.191,25-29,Все
Malaysia,2021,2693.614,25-29,Все
Malaysia,2022,2755.873,25-29,Все
Malaysia,2023,2817.151,25-29,Все
Myanmar,2019,3906.271,25-29,Все
Myanmar,2020,3936.2,25-29,Все
Myanmar,2021,3966.205,25-29,Все
Myanmar,2022,3994.672,25-29,Все
Myanmar,2023,4021.573,25-29,Все
Philippines,2019,7483.006,25-29,Все
Philippines,2020,7638.597,25-29,Все
Philippines,2021,7795.357,25-29,Все
Philippines,2022,7945.605,25-29,Все
Philippines,2023,8098.71,25-29,Все
Singapore,2019,477.696,25-29,Все
Singapore,2020,471.075,25-29,Все
Singapore,2021,461.355,25-29,Все
Singapore,2022,469.613,25-29,Все
Singapore,2023,485.843,25-29,Все
Thailand,2019,5320.466,25-29,Все
Thailand,2020,5286.158,25-29,Все
Thailand,2021,5257.983,25-29,Все
Thailand,2022,5229.657,25-29,Все
Thailand,2023,5196.462,25-29,Все
Timor-Leste,2019,73.835,25-29,Все
Timor-Leste,2020,76.129,25-29,Все
Timor-Leste,2021,78.427,25-29,Все
Timor-Leste,2022,80.616,25-29,Все
Timor-Leste,2023,82.726,25-29,Все
Viet Nam,2019,7605.757,25-29,Все
Viet Nam,2020,7645.789,25-29,Все
Viet Nam,2021,7668.062,25-29,Все
Viet Nam,2022,7663.209,25-29,Все
Viet Nam,2023,7639.346,25-29,Все
Armenia,2019,211.306,25-29,Все
Armenia,2020,210.303,25-29,Все
Armenia,2021,208.571,25-29,Все
Armenia,2022,209.53,25-29,Все
Armenia,2023,215.48,25-29,Все
Azerbaijan,2019,785.637,25-29,Все
Azerbaijan,2020,792.826,25-29,Все
Azerbaijan,2021,798.333,25-29,Все
Azerbaijan,2022,803.319,25-29,Все
Azerbaijan,2023,803.583,25-29,Все
Bahrain,2019,157.528,25-29,Все
Bahrain,2020,153.534,25-29,Все
Bahrain,2021,154.638,25-29,Все
Bahrain,2022,161.338,25-29,Все
Bahrain,2023,166.483,25-29,Все
Cyprus,2019,107.738,25-29,Все
Cyprus,2020,108.958,25-29,Все
Cyprus,2021,109.969,25-29,Все
Cyprus,2022,110.803,25-29,Все
Cyprus,2023,111.478,25-29,Все
Georgia,2019,259.171,25-29,Все
Georgia,2020,257.955,25-29,Все
Georgia,2021,256.663,25-29,Все
Georgia,2022,256.859,25-29,Все
Georgia,2023,257.299,25-29,Все
Iraq (Central Iraq),2019,2512.398,25-29,Все
Iraq (Central Iraq),2020,2587.4,25-29,Все
Iraq (Central Iraq),2021,2664.133,25-29,Все
Iraq (Central Iraq),2022,2743.637,25-29,Все
Iraq (Central Iraq),2023,2824.462,25-29,Все
Israel,2019,548.228,25-29,Все
Israel,2020,555.327,25-29,Все
Israel,2021,562.06,25-29,Все
Israel,2022,570.781,25-29,Все
Israel,2023,579.65,25-29,Все
Jordan,2019,734.777,25-29,Все
Jordan,2020,753.281,25-29,Все
Jordan,2021,772.087,25-29,Все
Jordan,2022,788.948,25-29,Все
Jordan,2023,803.572,25-29,Все
Kuwait,2019,435.866,25-29,Все
Kuwait,2020,419.494,25-29,Все
Kuwait,2021,442.856,25-29,Все
Kuwait,2022,499.91,25-29,Все
Kuwait,2023,521.932,25-29,Все
Lebanon,2019,369.766,25-29,Все
Lebanon,2020,354.484,25-29,Все
Lebanon,2021,354.059,25-29,Все
Lebanon,2022,355.406,25-29,Все
Lebanon,2023,357.079,25-29,Все
Oman,2019,486.513,25-29,Все
Oman,2020,466.331,25-29,Все
Oman,2021,453.881,25-29,Все
Oman,2022,478.262,25-29,Все
Oman,2023,514.364,25-29,Все
Qatar,2019,361.266,25-29,Все
Qatar,2020,359.448,25-29,Все
Qatar,2021,361.113,25-29,Все
Qatar,2022,373.0,25-29,Все
Qatar,2023,383.001,25-29,Все
Saudi Arabia,2019,2918.183,25-29,Все
Saudi Arabia,2020,2970.294,25-29,Все
Saudi Arabia,2021,3001.01,25-29,Все
Saudi Arabia,2022,3097.483,25-29,Все
Saudi Arabia,2023,3219.658,25-29,Все
State of Palestine,2019,296.516,25-29,Все
State of Palestine,2020,306.159,25-29,Все
State of Palestine,2021,316.124,25-29,Все
State of Palestine,2022,326.122,25-29,Все
State of Palestine,2023,334.32,25-29,Все
Syrian Arab Republic,2019,1149.256,25-29,Все
Syrian Arab Republic,2020,1211.866,25-29,Все
Syrian Arab Republic,2021,1267.548,25-29,Все
Syrian Arab Republic,2022,1354.084,25-29,Все
Syrian Arab Republic,2023,1476.894,25-29,Все
Türkiye,2019,6466.619,25-29,Все
Türkiye,2020,6481.522,25-29,Все
Türkiye,2021,6488.849,25-29,Все
Türkiye,2022,6509.052,25-29,Все
Türkiye,2023,6539.26,25-29,Все
United Arab Emirates,2019,1089.698,25-29,Все
United Arab Emirates,2020,1099.127,25-29,Все
United Arab Emirates,2021,1138.744,25-29,Все
United Arab Emirates,2022,1192.08,25-29,Все
United Arab Emirates,2023,1244.002,25-29,Все
Yemen,2019,2111.104,25-29,Все
Yemen,2020,2188.294,25-29,Все
Yemen,2021,2257.377,25-29,Все
Yemen,2022,2328.652,25-29,Все
Yemen,2023,2405.628,25-29,Все
Belarus,2019,690.346,25-29,Все
Belarus,2020,681.092,25-29,Все
Belarus,2021,669.57,25-29,Все
Belarus,2022,658.127,25-29,Все
Belarus,2023,648.44,25-29,Все
Bulgaria,2019,485.414,25-29,Все
Bulgaria,2020,477.05,25-29,Все
Bulgaria,2021,469.448,25-29,Все
Bulgaria,2022,461.815,25-29,Все
Bulgaria,2023,453.578,25-29,Все
Czechia,2019,763.986,25-29,Все
Czechia,2020,756.404,25-29,Все
Czechia,2021,746.194,25-29,Все
Czechia,2022,750.596,25-29,Все
Czechia,2023,752.472,25-29,Все
Hungary,2019,698.966,25-29,Все
Hungary,2020,695.294,25-29,Все
Hungary,2021,690.125,25-29,Все
Hungary,2022,685.096,25-29,Все
Hungary,2023,679.432,25-29,Все
Poland,2019,2867.667,25-29,Все
Poland,2020,2862.96,25-29,Все
Poland,2021,2850.085,25-29,Все
Poland,2022,2865.981,25-29,Все
Poland,2023,2874.413,25-29,Все
Republic of Moldova,2019,221.262,25-29,Все
Republic of Moldova,2020,217.221,25-29,Все
Republic of Moldova,2021,212.685,25-29,Все
Republic of Moldova,2022,212.193,25-29,Все
Republic of Moldova,2023,212.228,25-29,Все
Romania,2019,1371.485,25-29,Все
Romania,2020,1336.107,25-29,Все
Romania,2021,1306.502,25-29,Все
Romania,2022,1287.853,25-29,Все
Romania,2023,1271.808,25-29,Все
Russian Federation,2019,10980.271,25-29,Все
Russian Federation,2020,10909.95,25-29,Все
Russian Federation,2021,10809.279,25-29,Все
Russian Federation,2022,10707.046,25-29,Все
Russian Federation,2023,10583.787,25-29,Все
Slovakia,2019,414.655,25-29,Все
Slovakia,2020,412.671,25-29,Все
Slovakia,2021,409.285,25-29,Все
Slovakia,2022,408.205,25-29,Все
Slovakia,2023,406.561,25-29,Все
Ukraine,2019,3345.685,25-29,Все
Ukraine,2020,3295.062,25-29,Все
Ukraine,2021,3250.343,25-29,Все
Ukraine,2022,3002.96,25-29,Все
Ukraine,2023,2745.119,25-29,Все
Denmark,2019,368.23,25-29,Все
Denmark,2020,369.194,25-29,Все
Denmark,2021,370.438,25-29,Все
Denmark,2022,373.434,25-29,Все
Denmark,2023,376.525,25-29,Все
Estonia,2019,92.353,25-29,Все
Estonia,2020,91.773,25-29,Все
Estonia,2021,91.136,25-29,Все
Estonia,2022,91.624,25-29,Все
Estonia,2023,91.921,25-29,Все
Faroe Islands,2019,3.125,25-29,Все
Faroe Islands,2020,3.179,25-29,Все
Faroe Islands,2021,3.236,25-29,Все
Faroe Islands,2022,3.287,25-29,Все
Faroe Islands,2023,3.327,25-29,Все
Finland,2019,344.707,25-29,Все
Finland,2020,346.629,25-29,Все
Finland,2021,348.936,25-29,Все
Finland,2022,352.194,25-29,Все
Finland,2023,355.346,25-29,Все
Guernsey,2019,4.044,25-29,Все
Guernsey,2020,4.028,25-29,Все
Guernsey,2021,4.019,25-29,Все
Guernsey,2022,4.018,25-29,Все
Guernsey,2023,4.02,25-29,Все
Iceland,2019,25.793,25-29,Все
Iceland,2020,26.426,25-29,Все
Iceland,2021,26.987,25-29,Все
Iceland,2022,27.716,25-29,Все
Iceland,2023,28.38,25-29,Все
Ireland,2019,349.764,25-29,Все
Ireland,2020,350.504,25-29,Все
Ireland,2021,350.582,25-29,Все
Ireland,2022,353.001,25-29,Все
Ireland,2023,355.778,25-29,Все
Isle of Man,2019,5.088,25-29,Все
Isle of Man,2020,5.06,25-29,Все
Isle of Man,2021,5.036,25-29,Все
Isle of Man,2022,4.993,25-29,Все
Isle of Man,2023,4.929,25-29,Все
Jersey,2019,7.095,25-29,Все
Jersey,2020,7.036,25-29,Все
Jersey,2021,6.978,25-29,Все
Jersey,2022,6.937,25-29,Все
Jersey,2023,6.918,25-29,Все
Latvia,2019,128.922,25-29,Все
Latvia,2020,126.78,25-29,Все
Latvia,2021,124.368,25-29,Все
Latvia,2022,122.668,25-29,Все
Latvia,2023,121.364,25-29,Все
Lithuania,2019,182.682,25-29,Все
Lithuania,2020,183.488,25-29,Все
Lithuania,2021,183.923,25-29,Все
Lithuania,2022,186.41,25-29,Все
Lithuania,2023,190.764,25-29,Все
Norway,2019,364.228,25-29,Все
Norway,2020,365.068,25-29,Все
Norway,2021,365.556,25-29,Все
Norway,2022,367.93,25-29,Все
Norway,2023,371.95,25-29,Все
Sweden,2019,677.031,25-29,Все
Sweden,2020,682.245,25-29,Все
Sweden,2021,684.724,25-29,Все
Sweden,2022,687.205,25-29,Все
Sweden,2023,688.674,25-29,Все
United Kingdom,2019,4414.276,25-29,Все
United Kingdom,2020,4409.962,25-29,Все
